Ливерпуль;Суракарта;0;Guido;Вадимович;Геннадбевич
Манчестер Юнайтед;Суракарта;0;Roel;Жуков;Геннадбевич
Рома;Порт-Харкорт;0;Roel;Огородников;Рамильевич
Авангард;Суракарта;0;Стоян;Капитанчук;Рамильевич
Марсель;Суракарта;0;Стоян;Василевич;Валерьевич
Манчестер Юнайтед;Матаморос;0;Иво;Племянников;Алексеевич
Манчестер Юнайтед;Вестерос;0;Dwayne;Вадимович;Рамильевич
Аякс;Андреаполь;0;Евграф;Карабатов;Александрович
Боруссия;Порт-Харкорт;0;Касьян;Цветков;Рамильевич
Милан;Балабаново;0;Евграф;Племянников;Алексеевич
Марсель;Макурди;0;Касьян;Жуков;Рамильевич
Интер;Балабаново;0;Roel;Капитанчук;Евгеньевич
Милан;Куэрнавака;0;Dwayne;Волошин;Александрович
Зенит;Кингстон;0;Dwayne;Артёмович;Геннадбевич
Спартак;Инсбрук;0;Dwayne;Вадимович;Вадимович
Манчестер Юнайтед;Макурди;0;Касьян;Волошин;Джорджович
Милан;Балабаново;0;Стоян;Жуков;Геннадбевич
Галатасарай;Братск;0;Касьян;Жуков;Вадимович
Интер;Вестерос;0;Иво;Василевич;Джорджович
Милан;Порт-Харкорт;0;Иво;Василевич;Джорджович
Марсель;Вестерос;0;Guido;Племянников;Рамильевич
Реал Мадрид;Макурди;0;Roel;Огородников;Алексеевич
Аякс;Римини;0;Dwayne;Огородников;Евгеньевич
Реал Мадрид;Суракарта;0;Касьян;Жуков;Джорджович
Аякс;Кингстон;0;Евграф;Василевич;Евгеньевич
Аякс;Порт-Харкорт;0;Richard;Огородников;Геннадбевич
Интер;Матаморос;0;Евграф;Артёмович;Александрович
Авангард;Суракарта;0;Стоян;Огородников;Алексеевич
Манчестер Юнайтед;Вестерос;0;Richard;Племянников;Вадимович
Интер;Инсбрук;0;Dwayne;Василевич;Александрович
Милан;Кингстон;0;Richard;Цветков;Вадимович
Интер;Римини;0;Roel;Василевич;Вадимович
Рома;Балабаново;0;Касьян;Огородников;Геннадбевич
Тоттенхэм;Макурди;0;Иво;Карабатов;Алексеевич
Зенит;Макурди;0;Richard;Артёмович;Джорджович
Ювентус;Вестерос;0;Борислав;Оропай;Рамильевич
Спартак;Суракарта;0;Иво;Капитанчук;Геннадбевич
Спартак;Андреаполь;0;Dwayne;Капитанчук;Валерьевич
Спартак;Макурди;0;Стоян;Племянников;Александрович
Бавария;Куэрнавака;0;Касьян;Арнольдович;Евгеньевич
Боруссия;Суракарта;0;Guido;Василевич;Рамильевич
Зенит;Братск;0;Roel;Капитанчук;Рамильевич
Спартак;Инсбрук;0;Dwayne;Карабатов;Геннадбевич
Реал Мадрид;Братск;0;Касьян;Василевич;Джорджович
Манчестер Юнайтед;Порт-Харкорт;0;Стоян;Оропай;Александрович
Реал Мадрид;Куэрнавака;0;Иво;Артёмович;Вадимович
Спартак;Римини;0;Борислав;Жуков;Геннадбевич
Зенит;Суракарта;0;Roel;Капитанчук;Евгеньевич
Ювентус;Кингстон;0;Касьян;Племянников;Джорджович
Зенит;Римини;0;Richard;Волошин;Алексеевич
Манчестер Юнайтед;Куэрнавака;0;Борислав;Жуков;Александрович
Реал Мадрид;Макурди;0;Richard;Вадимович;Джорджович
Марсель;Кингстон;0;Иво;Огородников;Валерьевич
ЦСКА;Кингстон;0;Dwayne;Огородников;Вадимович
Интер;Балабаново;0;Roel;Вадимович;Джорджович
Барселона;Вестерос;0;Dwayne;Огородников;Алексеевич
Авангард;Матаморос;0;Dwayne;Волошин;Рамильевич
Галатасарай;Римини;0;Касьян;Волошин;Джорджович
Интер;Макурди;0;Иво;Племянников;Александрович
Авангард;Братск;0;Евграф;Жуков;Вадимович
Интер;Куэрнавака;0;Касьян;Оропай;Валерьевич
Бавария;Макурди;0;Guido;Карабатов;Евгеньевич
Бавария;Инсбрук;0;Иво;Вадимович;Евгеньевич
Тоттенхэм;Эвора;0;Guido;Василевич;Геннадбевич
Ливерпуль;Братск;0;Richard;Артёмович;Евгеньевич
Милан;Вестерос;0;Guido;Цветков;Евгеньевич
Галатасарай;Вестерос;0;Roel;Жуков;Геннадбевич
Аякс;Инсбрук;0;Dwayne;Племянников;Евгеньевич
Манчестер Юнайтед;Римини;0;Roel;Племянников;Евгеньевич
Авангард;Порт-Харкорт;0;Касьян;Вадимович;Александрович
Галатасарай;Балабаново;0;Иво;Капитанчук;Джорджович
Ювентус;Андреаполь;0;Roel;Волошин;Александрович
Спартак;Эвора;0;Guido;Цветков;Джорджович
Марсель;Братск;0;Guido;Оропай;Валерьевич
Ливерпуль;Инсбрук;0;Стоян;Племянников;Вадимович
Ливерпуль;Порт-Харкорт;0;Борислав;Капитанчук;Алексеевич
Бавария;Куэрнавака;0;Касьян;Оропай;Евгеньевич
Ливерпуль;Инсбрук;0;Иво;Огородников;Рамильевич
Авангард;Вестерос;0;Guido;Оропай;Александрович
Реал Мадрид;Макурди;0;Борислав;Оропай;Евгеньевич
Реал Мадрид;Римини;0;Борислав;Артёмович;Геннадбевич
Авангард;Куэрнавака;0;Guido;Артёмович;Александрович
Авангард;Братск;0;Dwayne;Племянников;Рамильевич
Реал Мадрид;Эвора;0;Евграф;Артёмович;Алексеевич
Барселона;Матаморос;0;Стоян;Артёмович;Вадимович
ЦСКА;Андреаполь;0;Евграф;Арнольдович;Вадимович
Милан;Кингстон;0;Guido;Племянников;Валерьевич
Галатасарай;Андреаполь;0;Иво;Волошин;Алексеевич
Рома;Суракарта;0;Евграф;Карабатов;Алексеевич
Марсель;Вестерос;0;Richard;Карабатов;Евгеньевич
Рома;Эвора;0;Dwayne;Капитанчук;Джорджович
Манчестер Юнайтед;Инсбрук;0;Roel;Артёмович;Рамильевич
Галатасарай;Порт-Харкорт;0;Иво;Вадимович;Алексеевич
Боруссия;Вестерос;0;Борислав;Жуков;Алексеевич
Ювентус;Матаморос;0;Евграф;Василевич;Геннадбевич
Реал Мадрид;Римини;0;Иво;Арнольдович;Геннадбевич
Аякс;Куэрнавака;0;Richard;Жуков;Александрович
Авангард;Макурди;0;Richard;Оропай;Александрович
Манчестер Юнайтед;Эвора;0;Richard;Оропай;Вадимович
Галатасарай;Матаморос;0;Иво;Оропай;Рамильевич
Боруссия;Матаморос;0;Dwayne;Артёмович;Алексеевич
Аякс;Суракарта;0;Roel;Вадимович;Джорджович
Боруссия;Вестерос;0;Dwayne;Капитанчук;Джорджович
Аякс;Братск;0;Иво;Артёмович;Геннадбевич
Боруссия;Братск;0;Касьян;Волошин;Рамильевич
Аякс;Куэрнавака;0;Стоян;Вадимович;Рамильевич
Галатасарай;Куэрнавака;0;Иво;Арнольдович;Александрович
Манчестер Юнайтед;Матаморос;0;Иво;Вадимович;Алексеевич
Милан;Суракарта;0;Richard;Жуков;Джорджович
Авангард;Макурди;0;Борислав;Оропай;Александрович
Зенит;Вестерос;0;Roel;Василевич;Валерьевич
Зенит;Андреаполь;0;Иво;Волошин;Вадимович
Манчестер Юнайтед;Вестерос;0;Dwayne;Огородников;Евгеньевич
Милан;Вестерос;0;Roel;Артёмович;Александрович
Манчестер Юнайтед;Эвора;0;Richard;Цветков;Рамильевич
Ювентус;Римини;0;Стоян;Жуков;Рамильевич
ЦСКА;Братск;0;Иво;Карабатов;Джорджович
Аякс;Вестерос;0;Dwayne;Карабатов;Валерьевич
Тоттенхэм;Кингстон;0;Касьян;Василевич;Геннадбевич
Спартак;Инсбрук;0;Иво;Волошин;Рамильевич
Марсель;Матаморос;0;Касьян;Волошин;Валерьевич
Бавария;Макурди;0;Касьян;Вадимович;Александрович
Манчестер Юнайтед;Суракарта;0;Борислав;Вадимович;Рамильевич
Боруссия;Куэрнавака;0;Roel;Жуков;Вадимович
Аякс;Порт-Харкорт;0;Евграф;Арнольдович;Джорджович
Рома;Инсбрук;0;Касьян;Цветков;Евгеньевич
Спартак;Порт-Харкорт;0;Richard;Огородников;Валерьевич
Бавария;Андреаполь;0;Guido;Оропай;Джорджович
Рома;Андреаполь;0;Dwayne;Огородников;Вадимович
Авангард;Макурди;0;Евграф;Василевич;Джорджович
Аякс;Римини;0;Guido;Волошин;Алексеевич
Спартак;Инсбрук;0;Guido;Василевич;Валерьевич
Барселона;Эвора;0;Стоян;Цветков;Джорджович
Зенит;Куэрнавака;0;Касьян;Огородников;Рамильевич
Барселона;Суракарта;0;Борислав;Цветков;Алексеевич
ЦСКА;Братск;0;Richard;Огородников;Евгеньевич
Тоттенхэм;Балабаново;0;Иво;Волошин;Валерьевич
Спартак;Куэрнавака;0;Dwayne;Оропай;Валерьевич
Аякс;Суракарта;0;Иво;Цветков;Алексеевич
Аякс;Кингстон;0;Стоян;Капитанчук;Евгеньевич
ЦСКА;Суракарта;0;Стоян;Волошин;Евгеньевич
Аякс;Инсбрук;0;Roel;Жуков;Джорджович
Барселона;Братск;0;Иво;Вадимович;Вадимович
Барселона;Вестерос;0;Касьян;Цветков;Геннадбевич
Ювентус;Суракарта;0;Dwayne;Жуков;Алексеевич
Тоттенхэм;Матаморос;0;Иво;Артёмович;Геннадбевич
Ливерпуль;Вестерос;0;Евграф;Капитанчук;Геннадбевич
Боруссия;Суракарта;0;Richard;Огородников;Валерьевич
Интер;Матаморос;0;Иво;Арнольдович;Джорджович
Манчестер Юнайтед;Кингстон;0;Иво;Вадимович;Алексеевич
Бавария;Куэрнавака;0;Касьян;Жуков;Александрович
Бавария;Эвора;0;Стоян;Жуков;Геннадбевич
Боруссия;Братск;0;Richard;Арнольдович;Валерьевич
ЦСКА;Вестерос;0;Стоян;Вадимович;Джорджович
Интер;Римини;0;Иво;Жуков;Алексеевич
Зенит;Андреаполь;0;Guido;Цветков;Валерьевич
Аякс;Матаморос;0;Евграф;Капитанчук;Алексеевич
Марсель;Матаморос;0;Касьян;Вадимович;Джорджович
Бавария;Куэрнавака;0;Roel;Огородников;Евгеньевич
Бавария;Кингстон;0;Евграф;Цветков;Рамильевич
Спартак;Эвора;0;Roel;Огородников;Вадимович
Галатасарай;Суракарта;0;Dwayne;Волошин;Валерьевич
Галатасарай;Матаморос;0;Иво;Карабатов;Рамильевич
Ливерпуль;Суракарта;0;Richard;Жуков;Евгеньевич
Милан;Римини;0;Richard;Карабатов;Валерьевич
Милан;Вестерос;0;Борислав;Карабатов;Вадимович
Ливерпуль;Римини;0;Борислав;Вадимович;Алексеевич
Ливерпуль;Матаморос;0;Касьян;Артёмович;Валерьевич
Интер;Порт-Харкорт;0;Dwayne;Арнольдович;Рамильевич
Рома;Вестерос;0;Касьян;Арнольдович;Рамильевич
Бавария;Вестерос;0;Евграф;Капитанчук;Вадимович
Интер;Вестерос;0;Guido;Карабатов;Александрович
Манчестер Юнайтед;Вестерос;0;Roel;Огородников;Геннадбевич
Манчестер Юнайтед;Куэрнавака;0;Dwayne;Капитанчук;Алексеевич
Аякс;Порт-Харкорт;0;Dwayne;Капитанчук;Александрович
Интер;Макурди;0;Евграф;Капитанчук;Алексеевич
Марсель;Порт-Харкорт;0;Richard;Жуков;Александрович
Милан;Матаморос;0;Касьян;Цветков;Вадимович
Аякс;Братск;0;Стоян;Цветков;Рамильевич
Авангард;Инсбрук;0;Евграф;Цветков;Валерьевич
Реал Мадрид;Балабаново;0;Guido;Арнольдович;Рамильевич
Милан;Балабаново;0;Guido;Арнольдович;Алексеевич
Марсель;Суракарта;0;Guido;Племянников;Геннадбевич
Зенит;Вестерос;0;Roel;Племянников;Геннадбевич
Тоттенхэм;Куэрнавака;0;Евграф;Вадимович;Алексеевич
Милан;Порт-Харкорт;0;Стоян;Артёмович;Рамильевич
Авангард;Вестерос;0;Иво;Капитанчук;Алексеевич
Спартак;Балабаново;0;Roel;Карабатов;Валерьевич
Бавария;Матаморос;0;Касьян;Карабатов;Рамильевич
Спартак;Эвора;0;Борислав;Племянников;Алексеевич
ЦСКА;Суракарта;0;Guido;Василевич;Вадимович
Манчестер Юнайтед;Порт-Харкорт;0;Иво;Артёмович;Алексеевич
Зенит;Римини;0;Richard;Вадимович;Вадимович
Реал Мадрид;Кингстон;0;Касьян;Вадимович;Александрович
Марсель;Вестерос;0;Иво;Василевич;Геннадбевич
Манчестер Юнайтед;Куэрнавака;0;Roel;Племянников;Александрович
Барселона;Вестерос;0;Dwayne;Волошин;Геннадбевич
Манчестер Юнайтед;Эвора;0;Dwayne;Оропай;Рамильевич
Тоттенхэм;Макурди;0;Евграф;Племянников;Рамильевич
Спартак;Инсбрук;0;Roel;Вадимович;Алексеевич
Реал Мадрид;Макурди;0;Richard;Цветков;Валерьевич
Интер;Римини;0;Касьян;Племянников;Джорджович
Манчестер Юнайтед;Кингстон;0;Стоян;Карабатов;Джорджович
Боруссия;Кингстон;0;Иво;Волошин;Геннадбевич
Интер;Матаморос;0;Иво;Капитанчук;Рамильевич
Манчестер Юнайтед;Вестерос;0;Борислав;Племянников;Валерьевич
Милан;Куэрнавака;0;Иво;Жуков;Валерьевич
Интер;Кингстон;0;Борислав;Вадимович;Валерьевич
Рома;Кингстон;0;Richard;Волошин;Валерьевич
Интер;Вестерос;0;Евграф;Капитанчук;Александрович
Авангард;Макурди;0;Касьян;Капитанчук;Алексеевич
Интер;Андреаполь;0;Richard;Жуков;Евгеньевич
Милан;Балабаново;0;Иво;Капитанчук;Александрович
Бавария;Инсбрук;0;Касьян;Огородников;Геннадбевич
Манчестер Юнайтед;Балабаново;0;Dwayne;Огородников;Александрович
Ливерпуль;Макурди;0;Richard;Волошин;Вадимович
Реал Мадрид;Балабаново;0;Иво;Василевич;Валерьевич
ЦСКА;Инсбрук;0;Евграф;Оропай;Александрович
Авангард;Куэрнавака;0;Иво;Капитанчук;Рамильевич
Аякс;Кингстон;0;Касьян;Капитанчук;Рамильевич
Манчестер Юнайтед;Кингстон;0;Евграф;Василевич;Вадимович
Аякс;Кингстон;0;Борислав;Огородников;Вадимович
Галатасарай;Макурди;0;Евграф;Василевич;Алексеевич
Марсель;Суракарта;0;Стоян;Капитанчук;Джорджович
Реал Мадрид;Римини;0;Евграф;Вадимович;Валерьевич
Интер;Римини;0;Dwayne;Цветков;Евгеньевич
Манчестер Юнайтед;Макурди;0;Roel;Племянников;Рамильевич
Аякс;Инсбрук;0;Евграф;Капитанчук;Алексеевич
Галатасарай;Макурди;0;Dwayne;Огородников;Евгеньевич
Тоттенхэм;Куэрнавака;0;Guido;Арнольдович;Валерьевич
Аякс;Балабаново;0;Евграф;Цветков;Валерьевич
Бавария;Балабаново;0;Иво;Племянников;Александрович
Рома;Макурди;0;Guido;Цветков;Джорджович
Зенит;Куэрнавака;0;Стоян;Племянников;Алексеевич
Авангард;Матаморос;0;Касьян;Капитанчук;Валерьевич
Бавария;Братск;0;Борислав;Василевич;Валерьевич
Марсель;Балабаново;0;Roel;Артёмович;Валерьевич
Ювентус;Порт-Харкорт;0;Richard;Волошин;Александрович
Милан;Инсбрук;0;Евграф;Оропай;Евгеньевич
Авангард;Суракарта;0;Евграф;Вадимович;Александрович
ЦСКА;Эвора;0;Касьян;Огородников;Вадимович
Авангард;Кингстон;0;Guido;Капитанчук;Александрович
Барселона;Куэрнавака;0;Guido;Арнольдович;Валерьевич
Милан;Порт-Харкорт;0;Roel;Оропай;Геннадбевич
Интер;Братск;0;Иво;Карабатов;Александрович
Ювентус;Инсбрук;0;Guido;Карабатов;Джорджович
Аякс;Римини;0;Dwayne;Капитанчук;Вадимович
Барселона;Инсбрук;0;Dwayne;Жуков;Евгеньевич
Ливерпуль;Братск;0;Касьян;Артёмович;Валерьевич
Милан;Римини;0;Dwayne;Василевич;Алексеевич
Барселона;Римини;0;Касьян;Цветков;Александрович
Ливерпуль;Инсбрук;0;Guido;Цветков;Рамильевич
Боруссия;Порт-Харкорт;0;Guido;Капитанчук;Валерьевич
Боруссия;Андреаполь;0;Richard;Жуков;Джорджович
Марсель;Эвора;0;Касьян;Капитанчук;Вадимович
Барселона;Балабаново;0;Стоян;Жуков;Геннадбевич
ЦСКА;Балабаново;0;Иво;Арнольдович;Вадимович
Галатасарай;Макурди;0;Иво;Огородников;Вадимович
Ливерпуль;Инсбрук;0;Борислав;Огородников;Рамильевич
Ливерпуль;Порт-Харкорт;0;Guido;Волошин;Джорджович
Боруссия;Балабаново;0;Roel;Волошин;Александрович
Авангард;Макурди;0;Стоян;Вадимович;Вадимович
Авангард;Эвора;0;Guido;Волошин;Геннадбевич
Бавария;Кингстон;0;Roel;Василевич;Валерьевич
Аякс;Братск;0;Стоян;Карабатов;Евгеньевич
Марсель;Макурди;0;Иво;Арнольдович;Алексеевич
Манчестер Юнайтед;Матаморос;0;Стоян;Оропай;Джорджович
Тоттенхэм;Кингстон;0;Roel;Цветков;Евгеньевич
Аякс;Эвора;0;Борислав;Племянников;Вадимович
Бавария;Балабаново;0;Стоян;Арнольдович;Джорджович
Боруссия;Куэрнавака;0;Иво;Василевич;Геннадбевич
Реал Мадрид;Андреаполь;0;Richard;Карабатов;Вадимович
Интер;Балабаново;0;Guido;Артёмович;Евгеньевич
Аякс;Балабаново;0;Борислав;Артёмович;Евгеньевич
Интер;Балабаново;0;Richard;Карабатов;Алексеевич
Тоттенхэм;Андреаполь;0;Евграф;Волошин;Вадимович
Интер;Суракарта;0;Dwayne;Оропай;Евгеньевич
Тоттенхэм;Макурди;0;Иво;Артёмович;Александрович
Марсель;Эвора;0;Борислав;Арнольдович;Александрович
Ливерпуль;Братск;0;Guido;Карабатов;Вадимович
Манчестер Юнайтед;Кингстон;0;Guido;Цветков;Евгеньевич
Тоттенхэм;Вестерос;0;Борислав;Капитанчук;Вадимович
Милан;Инсбрук;0;Richard;Волошин;Валерьевич
Галатасарай;Вестерос;0;Dwayne;Племянников;Валерьевич
Манчестер Юнайтед;Матаморос;0;Richard;Артёмович;Алексеевич
Боруссия;Андреаполь;0;Dwayne;Вадимович;Валерьевич
Аякс;Инсбрук;0;Борислав;Жуков;Валерьевич
ЦСКА;Андреаполь;0;Иво;Жуков;Геннадбевич
Зенит;Балабаново;0;Roel;Огородников;Геннадбевич
Аякс;Инсбрук;0;Борислав;Арнольдович;Рамильевич
Манчестер Юнайтед;Эвора;0;Иво;Жуков;Александрович
ЦСКА;Римини;0;Guido;Цветков;Вадимович
Спартак;Макурди;0;Борислав;Вадимович;Алексеевич
Авангард;Матаморос;0;Roel;Вадимович;Александрович
Бавария;Матаморос;0;Иво;Волошин;Валерьевич
Аякс;Римини;0;Иво;Карабатов;Джорджович
Тоттенхэм;Порт-Харкорт;0;Richard;Артёмович;Рамильевич
Ювентус;Эвора;0;Стоян;Племянников;Вадимович
Бавария;Инсбрук;0;Richard;Оропай;Джорджович
Тоттенхэм;Кингстон;0;Dwayne;Артёмович;Вадимович
Реал Мадрид;Андреаполь;0;Dwayne;Волошин;Валерьевич
Манчестер Юнайтед;Балабаново;0;Roel;Артёмович;Евгеньевич
Милан;Кингстон;0;Guido;Волошин;Рамильевич
Авангард;Кингстон;0;Roel;Волошин;Алексеевич
Марсель;Макурди;0;Стоян;Племянников;Валерьевич
Марсель;Кингстон;0;Dwayne;Волошин;Евгеньевич
Милан;Андреаполь;0;Roel;Жуков;Вадимович
Бавария;Инсбрук;0;Борислав;Капитанчук;Геннадбевич
Марсель;Суракарта;0;Борислав;Артёмович;Геннадбевич
Интер;Кингстон;0;Dwayne;Цветков;Геннадбевич
Авангард;Кингстон;0;Roel;Арнольдович;Джорджович
Боруссия;Инсбрук;0;Guido;Вадимович;Вадимович
Рома;Братск;0;Иво;Вадимович;Валерьевич
Боруссия;Инсбрук;0;Roel;Василевич;Евгеньевич
Рома;Римини;0;Стоян;Оропай;Алексеевич
Зенит;Инсбрук;0;Борислав;Вадимович;Джорджович
Аякс;Римини;0;Борислав;Василевич;Джорджович
Спартак;Вестерос;0;Dwayne;Василевич;Рамильевич
Спартак;Эвора;0;Richard;Арнольдович;Евгеньевич
Бавария;Эвора;0;Борислав;Василевич;Евгеньевич
Марсель;Порт-Харкорт;0;Dwayne;Артёмович;Джорджович
Интер;Матаморос;0;Dwayne;Артёмович;Алексеевич
Манчестер Юнайтед;Инсбрук;0;Richard;Карабатов;Джорджович
Манчестер Юнайтед;Матаморос;0;Касьян;Арнольдович;Рамильевич
Авангард;Вестерос;0;Касьян;Арнольдович;Рамильевич
Спартак;Макурди;0;Борислав;Цветков;Евгеньевич
Зенит;Макурди;0;Касьян;Цветков;Геннадбевич
Боруссия;Вестерос;0;Иво;Вадимович;Евгеньевич
Аякс;Суракарта;0;Иво;Василевич;Валерьевич
Бавария;Братск;0;Евграф;Карабатов;Рамильевич
Спартак;Римини;0;Dwayne;Карабатов;Александрович
Аякс;Суракарта;0;Борислав;Жуков;Рамильевич
ЦСКА;Братск;0;Roel;Артёмович;Рамильевич
ЦСКА;Суракарта;0;Касьян;Жуков;Джорджович
Интер;Андреаполь;0;Иво;Капитанчук;Рамильевич
Ювентус;Макурди;0;Евграф;Цветков;Джорджович
Боруссия;Балабаново;0;Борислав;Василевич;Евгеньевич
Манчестер Юнайтед;Порт-Харкорт;0;Dwayne;Жуков;Евгеньевич
Марсель;Суракарта;0;Стоян;Артёмович;Валерьевич
Милан;Братск;0;Борислав;Карабатов;Евгеньевич
ЦСКА;Балабаново;0;Стоян;Капитанчук;Джорджович
Милан;Куэрнавака;0;Dwayne;Капитанчук;Александрович
Марсель;Андреаполь;0;Евграф;Вадимович;Рамильевич
Боруссия;Римини;0;Dwayne;Арнольдович;Валерьевич
Тоттенхэм;Андреаполь;0;Стоян;Цветков;Алексеевич
